age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
33,3,634,11,15,2,3,0,4,1,0,0,39,37,1
2,6,678,15,1,4,7,3,4,0,0,0,28,37,0
41,3,1993,9,4,2,11,0,4,1,11,0,28,37,1
16,3,2490,11,15,2,12,5,4,0,0,22,28,37,1
30,4,1010,14,6,4,7,1,4,1,0,0,49,37,1
56,0,377,9,4,2,0,0,4,1,0,0,0,37,0
22,3,1551,11,15,2,6,0,4,1,26,0,28,37,0
26,5,115,11,15,2,13,0,4,1,0,0,33,37,0
36,5,2110,14,6,2,9,0,4,1,0,0,26,37,1
30,5,1207,14,6,4,9,1,4,1,0,0,28,37,1
18,6,2188,11,15,0,6,3,4,1,0,0,28,37,0
2,2,1353,15,1,4,1,3,4,0,0,14,18,37,0
15,3,84,9,4,4,1,1,1,1,0,0,28,37,0
43,3,484,11,15,2,11,0,4,1,0,0,28,37,0
21,5,2149,15,1,2,4,0,4,1,0,0,23,37,0
16,3,2327,12,5,2,9,0,4,1,0,0,21,37,1
5,0,1635,15,1,4,0,3,1,1,0,0,28,3,0
39,3,831,0,12,2,5,0,4,1,0,0,28,37,0
29,3,2285,11,15,4,7,1,4,1,0,0,3,37,0
33,3,703,9,4,2,3,0,4,1,0,0,28,37,1
5,3,1093,11,15,4,1,3,4,1,0,0,28,37,0
30,3,39,5,10,2,6,5,3,0,0,0,28,31,0
1,3,355,2,14,4,7,3,4,1,0,0,0,37,0
26,4,1193,9,4,2,3,0,4,1,0,0,39,37,1
3,3,433,11,15,4,11,1,4,0,0,0,23,37,0
8,3,334,0,12,4,4,4,0,1,0,0,28,37,0
21,3,2039,11,15,0,2,3,4,1,0,0,28,37,0
43,3,885,11,15,2,2,0,4,1,0,0,23,37,0
23,3,1349,11,15,2,13,0,4,1,0,0,39,37,0
35,3,688,15,1,2,6,0,4,1,0,0,28,37,0
0,0,2728,0,12,4,0,3,4,1,0,0,28,37,0
45,6,1210,8,2,6,3,4,2,0,0,0,28,37,0
20,2,1158,12,5,2,9,5,4,0,0,0,33,37,1
34,2,1242,9,4,2,9,5,4,0,0,0,28,37,1
13,3,2175,15,1,4,6,1,2,0,0,0,28,37,0
4,0,1386,15,1,4,0,4,3,0,0,0,28,37,0
30,6,705,9,4,2,7,0,4,1,0,0,28,37,0
8,3,1529,15,1,4,2,2,1,0,0,0,28,1,0
13,0,608,15,1,2,0,5,4,0,0,0,18,37,0
20,3,1023,4,9,4,1,2,4,0,0,0,28,25,0
16,3,1691,9,4,2,11,0,4,1,57,0,39,37,1
11,5,2376,11,15,2,2,0,4,1,0,0,28,21,0
57,3,915,9,4,6,7,1,4,0,0,0,61,37,0
21,3,2256,9,4,2,3,0,4,1,0,0,39,37,1
36,3,776,9,4,0,9,1,4,1,8,0,44,37,1
35,1,270,11,15,0,1,1,4,1,0,0,33,37,0
5,3,908,9,4,4,3,4,4,1,0,0,28,37,0
33,4,1459,11,15,2,11,0,4,1,0,0,39,37,1
14,3,854,11,15,4,7,3,4,0,0,0,26,37,0
24,3,803,8,2,2,2,0,4,1,0,0,31,37,1
2,3,1967,1,13,2,2,0,4,1,0,0,49,37,0
45,3,163,5,10,2,10,0,4,1,0,0,66,37,0
24,6,2612,11,15,2,12,0,4,1,0,0,28,37,0
14,3,2293,11,15,2,2,0,4,1,0,0,53,37,0
41,3,1251,11,15,5,7,4,4,0,0,0,28,6,0
63,5,2154,5,10,6,4,1,4,1,0,0,23,37,0
47,4,633,7,3,2,11,0,4,1,0,21,39,37,1
13,3,2768,11,15,4,2,2,4,1,0,0,28,37,0
0,3,1847,11,15,4,1,3,4,1,0,0,8,37,0
6,3,2008,15,1,4,2,3,4,1,0,0,3,37,0
4,3,663,15,1,4,4,3,2,1,0,0,0,37,0
21,3,1229,11,15,2,2,0,4,1,0,0,28,37,0
52,2,1906,15,1,2,7,0,4,1,0,0,28,37,0
17,3,2768,9,4,4,2,4,4,1,0,0,28,37,0
22,4,1488,9,4,2,11,0,4,1,0,0,28,37,0
27,5,2542,11,15,2,4,0,4,1,0,0,39,37,0
18,3,2342,15,1,2,5,0,4,1,0,27,28,37,0
33,3,2781,5,10,2,13,0,4,1,0,7,53,2,0
10,3,477,15,1,4,6,1,4,0,0,0,28,37,0
19,3,657,15,1,0,11,4,4,0,0,0,28,37,0
0,3,1564,1,13,4,5,3,4,1,0,0,13,37,0
19,1,2413,11,15,4,1,3,2,0,0,0,24,37,0
22,2,1486,12,5,4,9,4,4,0,0,0,31,37,0
32,4,1994,11,15,2,3,0,4,1,0,0,28,37,1
20,3,1628,9,4,2,12,0,4,1,0,24,28,37,1
6,3,204,9,4,4,1,3,4,0,0,0,28,37,0
14,3,2693,15,1,4,1,4,4,0,0,0,28,37,0
15,3,2044,12,5,2,9,0,1,1,0,0,28,18,0
46,3,219,11,15,2,2,0,4,1,61,0,28,37,1
25,3,1465,11,15,2,11,0,2,1,0,0,28,37,1
22,3,907,11,15,4,6,4,2,0,0,0,24,37,0
4,3,1740,15,1,4,11,3,4,1,0,0,18,37,0
22,3,2306,0,12,6,6,1,2,1,0,8,28,37,0
34,3,969,7,3,0,3,4,4,1,0,0,44,11,0
44,1,2562,15,1,2,1,5,4,0,0,0,18,37,0
35,3,1901,11,15,0,6,1,4,0,0,0,26,37,0
21,3,2790,8,2,0,1,4,2,0,0,0,28,37,0
34,3,1414,9,4,0,9,1,4,0,0,0,39,37,0
20,3,1947,11,15,4,6,1,4,1,0,0,28,37,0
17,0,2527,11,15,2,0,0,4,1,0,0,28,37,0
32,3,263,12,5,2,3,0,4,1,0,0,28,37,1
9,3,2792,9,4,4,9,1,4,0,0,0,28,37,0
31,3,319,7,3,2,3,0,4,1,0,0,28,37,1
4,3,342,11,15,2,2,0,4,1,0,0,25,37,0
7,3,2462,1,13,4,7,1,2,0,0,0,28,37,0
10,2,643,11,15,4,10,1,2,1,16,0,28,37,0
58,0,123,9,4,6,0,1,4,0,22,0,4,37,1
31,2,2357,7,3,2,10,0,4,1,0,0,45,37,1
30,6,1496,15,1,2,1,5,4,0,0,0,18,37,0
34,3,2114,11,15,2,2,0,4,1,0,0,28,37,0
34,2,1258,10,7,0,3,1,4,0,0,0,33,37,1
14,5,1514,8,2,2,4,0,4,1,0,0,49,37,1
5,3,555,15,1,4,9,1,2,1,0,0,8,37,0
19,5,1495,12,5,2,9,0,4,1,0,0,33,37,1
2,3,1458,2,14,4,7,3,4,1,0,0,13,37,0
60,3,435,5,10,6,8,4,4,0,0,0,11,37,0
49,2,1039,11,15,6,1,4,4,0,0,0,23,37,1
3,3,977,15,1,4,11,4,2,0,0,0,18,37,0
30,3,451,9,4,2,3,0,4,1,0,0,33,37,1
11,5,1449,15,1,4,13,1,4,1,0,18,28,37,0
8,3,2685,7,3,4,7,3,4,1,0,0,31,37,0
19,6,444,15,1,2,10,0,4,1,0,0,28,37,0
43,3,1697,15,1,2,2,0,3,1,0,0,20,37,1
31,5,2275,15,1,0,11,4,4,1,0,0,53,37,1
19,3,1456,6,11,5,7,4,2,0,0,0,28,0,0
20,4,306,9,4,2,2,0,4,1,0,0,49,37,0
10,5,528,11,15,2,4,0,4,1,0,6,57,37,0
9,3,2770,15,1,2,13,0,4,1,56,0,44,37,1
32,3,257,11,15,4,5,3,4,1,0,0,62,37,0
20,3,255,11,15,4,2,1,1,1,0,0,28,16,0
27,6,2709,9,4,4,9,1,1,0,0,0,26,37,0
5,3,2489,11,15,4,7,1,2,1,0,0,62,37,0
22,3,1728,9,4,2,12,0,1,1,32,0,28,0,0
31,4,585,14,6,2,9,0,4,1,0,0,49,37,1
15,2,2349,12,5,4,9,1,4,1,0,0,39,37,0
20,4,1152,12,5,2,3,0,4,1,0,0,57,37,1
31,3,1765,11,15,2,2,0,4,1,0,0,33,37,0
52,6,2153,11,15,2,10,0,4,1,0,0,28,37,0
27,1,1866,7,3,2,2,0,4,1,0,0,28,37,1
22,6,2157,9,4,0,10,1,4,1,0,0,28,25,1
40,1,1972,11,15,2,2,0,2,1,0,0,28,37,1
20,3,1869,15,1,2,6,0,4,1,0,0,39,37,1
21,2,789,9,4,2,9,5,2,0,0,21,28,37,1
28,3,1842,8,2,2,9,0,4,1,0,0,12,37,1
11,3,1663,11,15,4,7,1,4,1,0,0,28,37,0
27,3,399,9,4,0,1,4,4,0,0,0,20,37,0
32,5,275,11,15,4,2,1,4,1,0,0,18,37,0
11,3,2139,15,1,0,2,1,4,1,0,0,34,37,0
14,3,1153,1,13,2,2,0,4,1,0,0,28,37,0
9,2,59,9,4,4,9,3,4,0,0,0,28,37,0
2,3,2278,11,15,4,11,3,4,1,0,0,39,37,0
5,3,2514,11,15,4,7,3,4,1,0,0,28,37,0
35,3,826,11,15,2,11,0,4,1,0,0,28,37,1
20,3,2325,15,1,4,10,3,2,1,0,0,18,37,0
25,3,2138,10,7,4,9,1,4,1,0,0,39,37,0
25,4,1602,15,1,2,9,0,0,1,27,0,18,37,0
9,3,2545,8,2,4,2,3,4,1,0,0,36,37,0
5,3,975,11,15,4,5,3,2,1,0,0,28,37,0
4,0,1090,15,1,4,0,3,4,1,0,0,59,37,0
21,3,2788,11,15,0,7,4,2,0,0,0,20,37,0
29,5,1216,15,1,0,3,4,4,0,0,0,39,37,0
9,3,614,9,4,4,7,3,4,1,0,0,28,37,0
12,1,947,11,15,3,7,4,2,1,0,0,28,37,0
11,3,1494,15,1,2,1,0,4,1,0,0,28,37,1
4,6,1615,15,1,4,2,3,4,1,0,0,23,37,0
21,3,2607,11,15,2,2,0,4,1,0,0,28,37,0
40,0,1481,8,2,6,0,4,4,0,0,0,26,37,0
21,3,2426,9,4,2,3,0,4,1,0,0,51,37,1
5,3,2235,7,3,4,11,1,4,0,0,0,3,37,0
8,4,2740,9,4,4,11,1,4,0,0,0,39,37,0
15,6,1190,15,1,4,1,1,4,1,0,0,26,37,0
4,3,1805,11,15,4,8,1,4,0,0,0,13,37,0
33,3,1617,15,1,2,3,0,4,1,0,0,63,37,1
11,0,157,1,13,4,0,1,4,1,0,0,18,37,0
2,0,707,15,1,4,0,3,4,1,0,0,28,37,0
31,3,99,11,15,4,1,1,4,0,0,0,28,37,0
12,3,691,15,1,0,12,1,4,1,0,0,44,37,0
41,0,2501,9,4,2,0,0,4,1,0,0,57,37,0
3,3,1964,15,1,4,11,3,1,1,0,0,18,28,0
30,6,1055,11,15,2,7,0,4,1,0,0,28,37,0
2,3,2793,11,15,4,7,3,1,0,0,0,28,37,0
25,2,14,9,4,2,10,0,4,1,0,0,30,37,0
18,3,824,11,15,2,13,0,4,1,27,0,28,37,0
1,0,318,15,1,4,0,3,4,0,0,0,48,37,0
0,3,1527,1,13,4,7,3,4,0,0,0,56,37,0
47,0,2431,6,11,2,0,0,4,1,0,0,39,37,0
10,3,1852,11,15,0,3,4,4,0,0,0,28,37,0
32,4,1241,11,15,2,2,0,4,1,0,0,28,37,0
25,5,2730,15,1,2,2,0,4,1,0,0,28,37,0
7,0,679,11,15,5,0,1,2,1,0,0,39,11,0
29,3,305,11,15,5,2,4,2,0,0,0,28,0,0
18,3,2026,11,15,2,3,0,4,1,0,0,28,37,0
4,3,1558,11,15,4,5,1,4,1,0,0,28,37,0
20,3,42,7,3,2,11,0,4,1,0,0,28,37,0
39,3,83,11,15,2,5,0,4,1,0,0,6,37,0
41,0,1197,5,10,2,0,0,4,1,0,0,12,37,0
13,3,635,8,2,4,9,1,4,0,0,0,28,37,0
8,3,74,11,15,2,2,0,4,1,0,0,36,37,0
49,3,1751,9,4,2,9,0,4,1,0,0,68,37,0
41,3,1864,7,3,2,3,0,4,1,49,0,49,37,1
23,2,1621,7,3,2,3,0,4,1,0,0,28,37,1
15,3,830,11,15,0,1,4,4,0,0,0,28,37,0
3,0,1370,15,1,4,0,3,4,0,0,0,33,37,0
7,3,2209,15,1,4,7,3,4,1,0,0,8,2,0
19,0,2479,11,15,2,0,0,4,1,0,0,28,37,1
14,3,1736,5,10,2,6,0,4,1,0,0,28,37,0
18,3,2778,11,15,2,3,5,4,0,0,0,28,37,1
15,3,69,11,15,4,6,3,2,0,0,9,8,37,0
23,3,1713,15,1,2,9,0,4,1,0,0,28,37,1
11,3,589,15,1,2,2,0,4,1,0,0,49,37,1
22,3,1254,9,4,4,3,1,4,1,0,0,33,37,0
29,3,275,9,4,2,11,0,4,1,0,0,28,37,0
14,3,767,9,4,2,3,0,4,1,0,0,49,37,1
5,3,2536,11,15,4,4,1,4,1,0,0,39,37,0
15,3,1857,15,1,4,1,1,4,0,0,0,28,37,0
24,3,2081,2,14,5,2,1,2,1,0,0,28,37,0
15,3,1196,11,15,2,4,5,4,0,0,0,28,37,0
13,3,2566,6,11,2,6,5,4,0,0,0,28,30,0
29,3,28,15,1,2,3,0,4,1,0,0,39,37,1
4,0,1464,8,2,4,0,1,4,1,0,0,28,37,0
25,1,1942,12,5,2,9,0,4,1,0,0,28,37,0
18,3,2273,15,1,2,2,0,4,1,48,0,28,37,0
32,2,1797,12,5,2,9,0,4,1,56,0,28,37,1
43,3,2108,11,15,2,10,0,4,1,0,0,28,37,0
14,3,2107,15,1,3,13,4,4,1,0,0,39,37,0
18,3,744,15,1,0,11,4,4,0,0,0,24,37,0
16,3,564,11,15,0,5,3,4,1,0,0,33,37,0
28,1,2204,15,1,2,12,0,4,1,57,0,28,13,1
5,3,34,11,15,4,2,1,4,1,0,0,29,37,0
9,3,2027,11,15,2,1,5,4,0,0,0,28,37,1
2,3,2002,15,1,4,7,3,4,0,0,0,11,37,0
41,2,2088,11,15,2,13,0,4,1,0,0,36,37,0
25,3,365,15,1,4,13,4,2,0,0,0,28,37,0
12,6,1786,9,4,2,9,0,4,1,0,0,39,37,1
24,3,1045,11,15,0,2,4,4,0,0,0,28,37,0
12,2,878,12,5,2,9,5,4,0,0,0,28,37,1
27,5,905,11,15,2,3,0,4,1,0,24,33,37,1
28,3,1073,7,3,0,3,4,4,1,0,0,28,37,0
47,3,2606,11,15,0,2,4,4,1,0,0,8,37,0
3,0,1935,15,1,4,0,3,4,0,0,0,23,37,0
24,6,2468,11,15,2,13,0,2,1,0,0,28,37,0
10,2,1879,9,4,4,9,1,3,0,0,0,33,0,0
43,4,2741,1,13,2,13,0,4,1,0,0,28,37,1
29,4,272,11,15,2,10,0,4,1,0,0,57,37,0
28,3,1174,15,1,0,1,1,4,0,0,0,36,37,0
22,3,2791,12,5,2,3,0,4,1,0,0,44,37,1
2,3,791,15,1,4,3,3,4,0,0,0,18,37,0
15,3,1369,7,3,2,3,5,4,0,0,4,28,37,1
26,4,2150,15,1,2,3,0,4,1,0,0,28,37,0
3,3,2667,11,15,4,6,3,4,1,0,0,28,37,0
21,5,1609,15,1,4,11,1,4,1,0,0,49,37,0
20,1,325,10,7,2,9,0,4,1,0,0,58,0,1
32,3,1696,15,1,2,13,0,4,1,0,0,28,37,1
2,3,1024,11,15,2,2,0,4,1,0,0,28,37,0
3,3,2557,6,11,4,1,4,2,0,4,0,8,37,0
49,5,1926,14,6,2,9,0,4,1,0,0,39,37,0
29,5,46,14,6,2,9,0,4,1,0,0,53,37,1
5,3,2178,11,15,5,7,4,2,0,0,0,23,37,0
10,3,2708,15,1,2,1,5,4,0,0,7,28,37,0
7,3,2561,11,15,4,13,4,4,1,0,0,28,25,0
29,3,2109,9,4,2,3,0,4,1,56,0,53,37,1
15,3,539,11,15,2,2,0,4,1,0,0,36,37,0
13,3,570,9,4,2,2,0,1,1,0,0,24,38,1
11,3,1498,9,4,2,9,5,4,0,0,0,33,37,1
13,3,590,12,5,4,9,1,4,1,0,0,33,37,1
19,3,1863,11,15,2,13,0,4,1,0,0,28,37,0
43,3,2394,9,4,2,9,0,4,1,0,0,39,37,1
7,3,1576,6,11,4,6,3,2,0,0,0,28,6,0
18,3,1600,11,15,2,5,0,4,1,0,0,49,37,0
14,3,1723,1,13,4,13,4,4,1,0,0,28,37,0
28,3,2301,11,15,2,2,0,4,1,0,0,49,37,1
7,3,2091,1,13,4,5,1,4,1,0,0,28,37,0
25,3,50,8,2,0,9,4,4,0,0,0,28,37,0
63,5,18,1,13,2,3,0,4,1,0,0,13,37,0
5,3,2523,6,11,3,7,2,4,1,0,0,23,25,0
11,3,2408,9,4,4,7,1,4,1,0,0,31,25,0
29,2,1250,9,4,0,9,1,4,0,0,3,28,37,0
0,2,1102,6,11,4,7,3,4,1,0,0,33,37,0
34,4,693,9,4,2,3,5,1,0,0,0,23,34,0
7,3,2435,15,1,2,4,0,4,1,0,0,39,37,1
29,5,869,11,15,2,3,0,4,1,0,0,28,37,0
41,3,1717,11,15,0,1,1,4,0,0,0,28,37,0
17,3,2593,11,15,2,2,0,4,1,0,0,23,37,0
15,3,586,15,1,2,5,0,4,1,0,0,28,37,0
8,3,955,8,2,0,1,4,4,0,0,0,28,37,0
57,3,2821,15,1,0,1,1,4,0,0,0,65,37,0
51,3,2083,11,15,2,13,0,4,1,0,41,1,37,0
8,3,910,11,15,4,1,4,2,0,0,0,28,37,0
12,3,1775,1,13,4,2,3,2,1,0,0,28,14,0
1,3,1764,1,13,4,7,3,4,0,0,0,4,37,0
30,3,1108,11,15,2,1,0,4,1,0,0,39,37,1
30,3,1909,9,4,2,3,5,4,0,0,0,28,37,1
10,3,1088,11,15,4,7,2,2,0,0,0,18,37,0
25,3,2246,5,10,0,11,1,4,0,0,0,28,37,0
23,3,1418,6,11,4,6,4,2,0,0,0,28,14,0
8,3,2011,8,2,4,9,1,4,1,0,0,28,37,0
47,2,673,11,15,0,13,4,4,1,0,0,8,37,0
34,5,1931,5,10,2,3,0,4,1,0,0,30,37,0
11,5,1145,11,15,2,11,5,4,0,0,0,28,37,0
25,5,1846,9,4,2,11,0,4,1,0,0,33,37,0
25,2,2611,11,15,2,2,0,4,1,0,0,32,37,0
36,3,427,11,15,2,13,0,4,1,0,0,28,37,1
32,6,1668,15,1,0,9,1,4,0,0,0,8,37,0
0,3,1865,6,11,4,7,3,4,1,0,0,4,37,0
14,3,931,11,15,0,1,4,4,0,0,0,23,37,0
45,3,316,11,15,6,1,1,4,0,0,0,20,37,0
14,6,1905,15,1,2,1,0,4,1,0,0,26,37,0
9,3,690,9,4,4,1,3,4,0,0,0,28,37,0
41,3,1840,11,15,6,2,4,4,1,58,0,41,25,1
13,3,1739,11,15,4,2,4,4,1,0,0,28,0,0
12,1,1500,15,1,2,10,0,4,1,0,0,49,37,0
39,3,1606,5,10,2,2,0,4,1,0,0,28,37,0
23,3,2464,11,15,4,1,4,2,0,0,0,23,37,0
46,5,809,9,4,2,9,0,4,1,0,0,8,37,0
65,5,689,11,15,6,11,1,4,0,0,0,39,37,0
5,3,1912,15,1,4,11,3,4,0,0,0,23,37,0
6,3,821,15,1,4,11,1,4,0,0,0,18,37,0
12,3,1454,15,1,2,1,5,4,0,0,0,53,37,0
17,6,1856,11,15,2,13,0,2,1,0,0,28,37,0
31,3,317,11,15,2,7,0,4,1,0,0,28,37,0
41,6,2341,11,15,2,1,0,2,1,0,0,28,37,1
14,2,2222,7,3,4,12,1,4,1,0,0,8,37,0
30,4,236,9,4,2,3,0,4,1,0,0,39,5,1
1,3,2277,0,12,4,13,1,4,1,0,0,45,37,0
10,3,1958,11,15,5,5,4,4,0,0,0,28,23,0
42,3,2712,11,15,0,2,1,4,1,0,0,28,37,0
12,3,1126,15,1,4,6,3,4,1,0,0,33,37,0
8,3,513,15,1,2,9,0,4,1,0,0,33,37,0
9,3,2528,9,4,4,7,1,4,0,0,0,28,37,0
4,3,405,11,15,4,5,3,2,1,0,0,8,37,0
16,3,786,15,1,2,3,0,4,1,0,0,57,37,1
36,6,2614,10,7,2,9,0,4,1,0,0,28,37,0
36,3,1968,15,1,4,1,4,2,0,0,0,28,37,0
3,0,2386,15,1,4,0,3,4,1,0,0,3,37,0
17,3,2793,7,3,4,1,1,1,0,58,0,49,37,1
2,0,1270,11,15,4,0,2,2,1,0,0,8,37,0
38,3,1680,11,15,2,13,0,4,1,0,0,49,37,0
19,3,942,15,1,0,1,1,4,1,0,0,33,37,0
21,3,1649,11,15,2,2,0,4,1,0,0,28,26,0
14,3,2158,14,6,4,9,1,4,1,0,0,39,37,0
42,3,2227,3,8,2,6,0,4,1,0,0,28,25,0
0,3,1186,1,13,4,11,3,4,0,0,0,4,37,0
12,3,368,8,2,2,4,0,4,1,0,0,28,37,1
3,3,1894,15,1,4,6,1,1,0,0,0,28,0,0
6,3,1284,9,4,4,5,3,4,1,0,0,18,37,0
22,4,2097,9,4,2,3,0,4,1,11,0,39,37,1
19,2,771,15,1,2,10,0,4,1,0,0,45,37,1
3,3,1236,11,15,4,5,3,4,1,0,0,28,37,0
2,3,2305,11,15,4,7,3,2,0,0,0,28,37,0
15,3,1015,11,15,4,6,4,4,1,0,0,28,37,0
46,3,374,11,15,2,1,0,1,1,15,0,28,38,0
27,3,2535,9,4,4,1,3,4,0,0,0,25,37,0
33,3,2437,0,12,2,7,0,4,1,0,0,61,8,0
10,3,855,9,4,4,1,1,4,0,0,0,28,37,0
34,3,461,11,15,2,1,0,4,1,0,0,39,37,0
26,3,2721,15,1,4,5,3,1,0,2,0,28,37,0
0,3,1611,0,12,4,7,3,4,1,0,0,6,37,0
33,3,1810,11,15,2,13,0,4,1,0,0,28,37,1
10,0,1695,9,4,2,0,5,2,0,0,0,23,0,1
39,6,113,11,15,2,1,0,4,1,0,0,28,37,0
19,3,373,9,4,0,9,4,4,0,12,0,33,0,0
40,3,1344,15,1,2,11,0,4,1,0,22,28,37,1
19,3,2734,9,4,2,9,5,4,0,0,0,20,37,1
32,2,238,0,12,5,7,4,2,0,0,0,28,37,0
13,3,1168,7,3,4,9,1,4,0,0,0,28,37,0
8,3,1997,15,1,2,1,0,4,1,0,0,33,37,0
16,3,2556,15,1,0,1,4,2,0,0,0,28,37,0
51,3,2424,4,9,3,11,1,4,1,0,0,10,37,0
43,0,285,15,1,0,0,1,4,0,0,0,28,37,1
34,2,2130,12,5,2,9,0,4,1,0,0,33,37,0
2,3,857,1,13,4,6,3,4,1,0,0,49,37,0
2,3,2071,15,1,4,7,3,4,1,0,0,8,37,0
16,3,951,11,15,0,7,4,2,1,0,0,28,37,0
7,3,229,11,15,2,1,5,4,0,0,0,28,37,0
5,3,814,15,1,4,1,3,4,0,0,0,3,37,0
27,5,2731,11,15,2,2,0,4,1,0,0,18,37,0
25,3,1356,15,1,2,12,0,4,1,0,0,8,37,1
35,1,1101,12,5,2,3,0,4,1,48,0,28,37,0
10,2,1827,11,15,4,4,3,4,1,0,0,28,37,0
11,3,2364,0,12,4,4,2,4,1,0,0,23,25,0
43,2,2465,9,4,5,9,4,4,0,50,0,44,37,0
53,4,1042,11,15,2,3,0,4,1,0,0,4,37,0
14,3,1575,11,15,0,3,4,2,0,0,0,28,37,0
44,3,914,11,15,2,13,0,4,1,0,0,28,37,1
27,3,1017,12,5,2,3,0,4,1,0,0,39,37,1
45,0,276,9,4,2,0,0,4,1,0,0,27,37,0
25,6,1462,12,5,0,3,1,4,1,0,0,33,37,0
23,1,882,15,1,2,2,0,4,1,0,7,28,37,0
11,3,1432,11,15,4,6,1,4,1,0,0,39,37,0
27,4,2659,12,5,0,3,4,1,0,0,0,28,37,0
3,3,631,15,1,4,1,3,4,1,0,0,2,37,0
26,3,346,9,4,0,7,1,4,0,0,0,28,37,0
2,3,2193,0,12,4,6,3,4,0,0,0,28,37,0
42,3,858,11,15,2,2,0,4,1,0,0,28,37,1
32,2,2595,11,15,2,13,0,4,1,0,0,28,37,0
0,3,2014,0,12,4,7,3,4,0,0,0,18,37,0
17,3,2098,15,1,2,1,0,4,1,0,0,28,37,0
19,3,1822,11,15,4,13,1,4,1,0,0,33,37,0
8,3,1300,6,11,4,6,2,4,1,0,0,36,25,0
8,3,92,11,15,5,7,4,4,0,0,0,8,37,0
33,3,500,11,15,2,13,0,4,1,0,0,39,37,1
54,0,2496,5,10,0,0,4,4,1,0,0,33,37,0
4,3,404,15,1,4,11,3,4,1,0,0,28,37,0
32,3,868,9,4,2,1,0,4,1,49,0,28,37,1
10,3,2312,15,1,4,13,1,4,1,0,0,36,37,0
10,3,1355,11,15,2,2,0,4,1,49,0,28,37,1
8,3,2540,15,1,2,6,0,4,1,0,0,28,37,0
20,3,1562,11,15,0,7,4,2,0,0,0,18,37,0
14,3,25,5,10,0,6,4,4,0,0,0,28,37,0
29,3,1945,11,15,0,12,1,4,0,0,0,18,37,0
8,3,1085,15,1,4,3,3,4,0,0,0,28,39,0
13,3,818,1,13,2,6,0,2,1,0,0,28,37,0
11,3,644,5,10,2,6,2,1,0,0,0,36,3,0
40,3,2373,11,15,2,2,0,1,1,0,0,28,33,1
0,0,2576,0,12,4,0,3,4,0,0,0,5,37,0
3,3,2328,15,1,4,6,1,4,1,0,0,57,37,0
57,5,52,11,15,2,11,0,4,1,0,0,28,37,1
42,3,754,15,1,0,7,4,4,0,0,0,20,37,0
28,3,30,8,2,2,2,0,4,1,0,0,28,2,1
38,4,429,9,4,2,11,0,4,1,0,0,49,37,1
19,3,903,11,15,6,5,4,4,0,0,0,18,37,0
15,3,1742,1,13,2,2,0,4,1,0,27,18,37,0
51,5,2247,11,15,2,11,0,4,1,0,0,28,37,0
41,2,1941,15,1,2,1,5,2,0,0,0,44,37,0
18,3,1720,15,1,2,9,0,4,1,0,0,39,37,0
40,3,2623,15,1,2,2,0,4,1,0,0,28,37,1
17,5,1896,11,15,0,3,1,4,1,0,0,49,37,1
29,5,1503,11,15,2,3,0,4,1,0,0,28,37,0
6,3,2673,15,1,2,11,3,4,0,0,0,4,37,0
49,3,1582,15,1,2,3,0,4,1,0,0,12,37,0
7,3,1595,11,15,2,5,3,4,1,0,0,23,37,0
40,3,713,8,2,6,9,1,4,0,0,0,28,37,0
7,3,1886,9,4,4,9,1,4,1,0,0,31,37,0
16,4,456,9,4,2,11,0,4,1,0,0,53,37,0
2,3,1329,15,1,4,1,3,4,0,51,0,8,37,0
19,2,833,11,15,2,7,5,4,0,0,0,23,37,0
3,3,1183,11,15,4,4,3,4,1,0,0,28,37,0
6,6,2758,11,15,4,7,3,2,1,0,0,28,37,0
33,3,2001,15,1,2,2,0,4,1,0,0,28,37,1
9,3,2657,8,2,0,9,4,4,0,0,0,24,37,0
6,3,356,8,2,4,12,1,4,0,0,0,28,37,0
31,3,2290,0,12,2,11,0,4,1,0,0,57,37,0
12,3,2658,14,6,4,9,3,4,1,0,0,39,37,0
17,4,2670,15,1,2,4,0,4,1,0,0,58,37,0
10,3,80,15,1,5,11,1,4,1,0,0,28,37,0
12,3,494,11,15,2,2,0,4,1,0,0,28,37,0
31,3,1428,15,1,0,3,1,4,0,0,0,28,37,0
27,3,1349,11,15,2,13,0,4,1,0,0,28,37,1
12,3,1253,5,10,2,4,0,4,1,0,27,28,37,0
14,3,671,15,1,0,7,4,4,0,0,0,36,37,0
34,1,2232,9,4,2,9,0,4,1,0,0,28,37,1
32,5,264,5,10,2,11,0,4,1,0,0,28,37,0
8,3,986,0,12,4,6,1,4,1,0,0,28,6,0
14,3,971,12,5,2,9,0,4,1,0,22,31,37,1
21,3,2405,9,4,2,9,0,4,1,56,0,49,37,1
17,3,1200,8,2,4,1,1,4,0,0,0,28,37,0
24,3,1937,8,2,2,13,0,4,1,0,0,44,37,0
37,3,182,15,1,2,2,0,4,1,0,0,28,37,0
28,1,1588,7,3,4,1,1,4,1,0,0,28,4,0
2,3,1133,15,1,4,7,3,4,0,0,0,8,37,0
7,0,568,11,15,2,0,5,4,0,0,0,13,37,0
31,3,2608,15,1,0,9,4,4,0,0,0,8,37,0
30,3,1718,11,15,2,5,0,4,1,0,0,28,0,0
8,3,891,15,1,4,1,3,4,1,0,0,23,37,0
